MES.2	MES.1	AC	OPC	NPC.1	NPC.2	G1.S	G2.M	Type1	Type2	rna_cell	Sample	meth_cell
0.090420142	-0.507944811	-0.375073206	-0.602753605	0.323934205	-0.198223388	0.079715895	0.087610684	NPC.1	NPC.1	MGH122_P6_A3_S3_L003_R1_001	MGH122	MGH122_CD45_P10_A1_S1_L003.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.680574021	-0.834573803	-1.225974886	-1.129012271	0.417695645	1.088588944	1.011568634	-0.199105336	NPC.2	NPC.2	MGH122_P6_A11_S11_L003_R1_001	MGH122	MGH122_CD45_P10_A1_S1_L003.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.412195664	-0.541813409	-0.512920291	-1.219949921	0.63776701	1.486693654	-0.321858087	0.120365537	NPC.2	NPC.2	MGH122_P6_B1_S13_L003_R1_001	MGH122	MGH122_CD45_P10_A1_S1_L003.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.348876362	-0.832743614	-0.68108253	-0.721678286	-0.125657554	1.292604189	-0.442750692	-0.253544903	NPC.2	NPC.2	MGH122_P6_B2_S14_L003_R1_001	MGH122	MGH122_CD45_P10_A1_S1_L003.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.692915194	-0.659078518	-0.427366093	-0.995558975	0.521980278	1.526113456	-0.331889167	-0.25406483	NPC.2	NPC.2	MGH122_P6_C10_S34_L003_R1_001	MGH122	MGH122_CD45_P10_C1_S2_L003.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.304146349	-0.690484276	-0.404915402	-0.459101372	0.285688134	1.139647252	-0.277080122	-0.350887699	NPC.2	NPC.2	MGH122_P6_C12_S36_L003_R1_001	MGH122	MGH122_CD45_P10_C1_S2_L003.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.380247445	-0.67023077	-0.917742698	-1.025062377	0.602052973	1.041512297	-0.277673734	-0.108242379	NPC.2	NPC.2	MGH122_P6_C8_S32_L003_R1_001	MGH122	MGH122_CD45_P10_C1_S2_L003.CGGTAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.073873837	0.144712362	-0.154939075	-0.413914381	0.352386909	0.891244892	0.861723408	-0.186942387	NPC.2	NPC.2	MGH122_P6_D3_S39_L003_R1_001	MGH122	NA
-0.151749974	-0.526313783	-1.039802561	-1.025792083	0.385889716	0.661844489	-0.06199545	-0.131995605	NPC.2	NPC.2	MGH122_P6_D6_S42_L003_R1_001	MGH122	MGH122_CD45_P10_C1_S2_L003.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.98364319	-0.569725392	-1.056427497	-0.975230793	0.37904463	1.580564208	-0.216585322	-0.186377914	NPC.2	NPC.2	MGH122_P6_D8_S44_L003_R1_001	MGH122	MGH122_CD45_P10_C1_S2_L003.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.161357288	0.216095987	0.331402463	0.123680295	0.926650203	1.298018467	0.619836739	0.21287101	NPC.2	NPC.2	MGH122_P6_D9_S45_L003_R1_001	MGH122	NA
-0.711961073	-0.724225531	-0.871591081	-1.163646826	0.65687294	1.651647951	-0.692911462	-0.076475287	NPC.2	NPC.2	MGH122_P6_E10_S58_L003_R1_001	MGH122	MGH122_CD45_P10_E1_S3_L003.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.588516187	-0.037643963	-0.744681945	-0.849788004	0.554733822	1.255491653	-0.134610085	0.08853693	NPC.2	NPC.2	MGH122_P6_E4_S52_L003_R1_001	MGH122	MGH122_CD45_P10_E1_S3_L003.ATCGAC.R1.fastq_bismark_bt2_pe.bismark.cov
0.281933461	0.206265745	-0.13022546	-0.740789285	-0.429547391	0.614056239	-0.499945051	-0.084418118	NPC.2	NPC.2	MGH122_P6_E9_S57_L003_R1_001	MGH122	MGH122_CD45_P10_E1_S3_L003.CTATTG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.515191065	-0.585702264	-0.941593888	-1.042662004	0.508117332	1.35200642	-0.041456943	-0.162365613	NPC.2	NPC.2	MGH122_P6_F1_S61_L003_R1_001	MGH122	MGH122_CD45_P10_E1_S3_L003.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
0.229884419	0.174973597	0.034168067	-0.371287739	0.181359284	0.31602957	-0.326116655	-0.202553875	NPC.2	NPC.2	MGH122_P6_G12_S84_L003_R1_001	MGH122	MGH122_CD45_P10_G1_S4_L003.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.760726103	-0.697372017	-0.962165985	-0.872108026	0.588082502	1.575440154	-0.617404428	-0.189337148	NPC.2	NPC.2	MGH122_P6_G3_S75_L003_R1_001	MGH122	MGH122_CD45_P10_G1_S4_L003.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.550152856	-0.427885101	-0.701005745	-0.856787089	0.288982987	1.419315466	0.706528719	-0.276493622	NPC.2	NPC.2	MGH122_P6_H12_S96_L003_R1_001	MGH122	MGH122_CD45_P10_G1_S4_L003.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.517803406	-0.716985386	-0.843089622	-0.987714807	0.488026594	1.762264202	-0.567030054	-0.146423021	NPC.2	NPC.2	MGH122_P6_H2_S86_L003_R1_001	MGH122	MGH122_CD45_P10_G1_S4_L003.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.548477534	-0.273041421	-0.22465029	0.10847612	0.061083615	0.335334631	-0.089642344	-0.42332389	NPC.2	NPC.2	MGH122_P6_H3_S87_L003_R1_001	MGH122	MGH122_CD45_P10_G1_S4_L003.TCTCTG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.510695796	-0.634311487	0.294774391	0.104633602	0.720157613	1.061497503	0.000974143	-0.19186609	NPC.2	NPC.2	MGH122_P6_H5_S89_L003_R1_001	MGH122	MGH122_CD45_P10_G1_S4_L003.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
0.318106211	-0.303509383	0.694548872	1.486247587	-0.305412444	-1.539196337	-0.563786701	-0.328110422	OPC	OPC	MGH122_P6_B5_S17_L003_R1_001	MGH122	MGH122_CD45_P10_A1_S1_L003.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
0.130492114	-0.389389446	0.22172555	1.137841764	-0.444057422	-1.499069563	0.038289292	0.674679526	OPC	OPC	MGH122_P6_B8_S20_L003_R1_001	MGH122	MGH122_CD45_P10_A1_S1_L003.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.225110856	-0.251214185	0.321426527	1.666951816	-0.689605243	-1.889343016	0.207767633	-0.04807551	OPC	OPC	MGH122_P6_C3_S27_L003_R1_001	MGH122	MGH122_CD45_P10_C1_S2_L003.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.363434265	-0.189615317	-0.045889795	0.959457282	0.243846994	-0.750041775	0.233295103	-0.180802876	OPC	OPC	MGH122_P6_C6_S30_L003_R1_001	MGH122	MGH122_CD45_P10_C1_S2_L003.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.108312219	-0.497677859	0.161958559	1.774549957	0.173108213	-0.921162173	0.580382165	-0.312117046	OPC	OPC	MGH122_P6_D12_S48_L003_R1_001	MGH122	MGH122_CD45_P10_C1_S2_L003.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.380714662	-0.208821678	0.809417256	1.76302596	-0.096016611	-1.193544417	0.704187201	-0.273695598	OPC	OPC	MGH122_P6_E11_S59_L003_R1_001	MGH122	MGH122_CD45_P10_E1_S3_L003.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.237704874	-0.42074475	1.104933343	1.763166303	0.637713422	-1.215452118	0.47564895	-0.076637975	OPC	OPC	MGH122_P6_F10_S70_L003_R1_001	MGH122	MGH122_CD45_P10_E1_S3_L003.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
0.337343824	0.440287166	1.792177063	2.274807198	0.306073378	-0.805645351	-0.175984235	-0.102699559	OPC	OPC	MGH122_P6_F12_S72_L003_R1_001	MGH122	MGH122_CD45_P10_E1_S3_L003.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.271026878	0.035803953	0.228358935	0.39697163	0.110325102	-0.046432847	-0.168945529	-0.048941801	OPC	OPC	MGH122_P6_F2_S62_L003_R1_001	MGH122	MGH122_CD45_P10_E1_S3_L003.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.305376359	-0.401433527	-0.42045714	0.34742989	-0.025076109	-0.184583695	0.15654147	-0.142538919	OPC	OPC	MGH122_P6_F9_S69_L003_R1_001	MGH122	MGH122_CD45_P10_E1_S3_L003.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
0.087797791	-0.334928528	0.014903835	1.950683387	-0.150763803	-1.563561973	0.198498091	-0.107407141	OPC	OPC	MGH122_P6_G5_S77_L003_R1_001	MGH122	MGH122_CD45_P10_G1_S4_L003.CAAGAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.112805835	-0.342524769	0.223372414	0.340868962	0.052496335	0.050849002	-0.57657687	-0.033048645	OPC	OPC	MGH122_P6_G7_S79_L003_R1_001	MGH122	MGH122_CD45_P10_G1_S4_L003.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
0.131995342	1.220239703	1.750203488	2.473860554	0.033581358	-1.501921269	-0.604435765	-0.09579345	OPC	OPC	MGH122_P6_G9_S81_L003_R1_001	MGH122	MGH122_CD45_P10_G1_S4_L003.CTATTG.R1.fastq_bismark_bt2_pe.bismark.cov
0.123593115	0.474984719	2.564838136	1.461929066	-0.355526916	-1.514088965	1.428105594	-0.025389124	AC	AC	MGH124_CD45_P7_D9_S45_L004_R1_001	MGH124	MGH124_CD45_P7_C1_S2_L003.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
0.315765338	1.144104622	2.571834206	0.614699871	-0.316012261	0.040981056	-0.746451112	-0.563575493	AC	AC	MGH124_CD45_P7_E11_S59_L004_R1_001	MGH124	MGH124_CD45_P7_E1_S3_L003.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.242911318	0.079345819	1.517556667	1.377659013	0.103648559	-1.294550302	-0.617866256	-0.288185781	AC	AC	MGH124_CD45_P7_G11_S83_L004_R1_001	MGH124	MGH124_CD45_P7_G1_S4_L003.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
0.093883257	0.199544994	2.280330122	1.809851373	-0.242680362	-1.524571445	1.776127682	0.101047857	AC	AC	MGH124_CD45_P7_G6_S78_L004_R1_001	MGH124	MGH124_CD45_P7_G1_S4_L003.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
0.305624839	0.200782765	1.841513682	1.296745733	0.411681964	-1.174429476	-0.481863456	-0.387795551	AC	AC	MGH124_CD45_P7_G8_S80_L004_R1_001	MGH124	MGH124_CD45_P7_G1_S4_L003.CGGTAG.R1.fastq_bismark_bt2_pe.bismark.cov
0.153019671	-0.070304158	0.756813461	0.587521228	0.116519505	-0.996844409	1.309518268	0.273196871	G1.S	AC	MGH124_CD45_P7_B10_S22_L004_R1_001	MGH124	MGH124_CD45_P7_A1_S1_L003.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.085689459	0.090437227	0.915249952	0.70557329	0.169643984	-1.169090048	3.057587694	1.656732199	G1.S	AC	MGH124_CD45_P7_H1_S85_L004_R1_001	MGH124	MGH124_CD45_P7_G1_S4_L003.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.149441101	-0.147986006	-0.407414772	-0.355622116	-0.106590593	0.040285458	0.50618338	-0.068665127	G1.S	NPC.2	MGH124_CD45_P7_G10_S82_L004_R1_001	MGH124	MGH124_CD45_P7_G1_S4_L003.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
0.046691233	-0.258358147	-0.908628777	-0.301300802	-0.239337251	-0.394523801	1.062942859	3.438090003	G2.M	MES.2	MGH124_CD45_P7_D6_S42_L004_R1_001	MGH124	NA
-0.298464709	-0.205785238	0.254408415	0.617281416	0.260299249	-1.088757144	1.909981112	3.448154205	G2.M	OPC	MGH124_CD45_P7_A7_S7_L004_R1_001	MGH124	MGH124_CD45_P7_A1_S1_L003.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
1.092387304	2.396269092	1.475509143	-0.713538852	-1.226966963	-1.959822018	0.144726495	-0.414075697	MES.1	MES.1	MGH124_CD45_P7_C3_S27_L004_R1_001	MGH124	MGH124_CD45_P7_C1_S2_L003.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
1.36708532	0.045134487	-0.095547487	-0.643466266	-1.910444246	-2.277626637	-0.134895783	-0.124462682	MES.2	MES.2	MGH124_CD45_P7_C1_S25_L004_R1_001	MGH124	MGH124_CD45_P7_C1_S2_L003.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
2.697897694	2.666547757	0.760748881	-0.802909259	-1.551161937	-2.014602679	0.483562948	-0.245216369	MES.2	MES.2	MGH124_CD45_P7_F2_S62_L004_R1_001	MGH124	MGH124_CD45_P7_E1_S3_L003.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
0.298382766	-0.034648696	-0.10923116	-0.033585568	-0.426166014	0.142747432	-0.078426672	0.05702414	MES.2	MES.2	MGH124_CD45_P7_F5_S65_L004_R1_001	MGH124	MGH124_CD45_P7_E1_S3_L003.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
0.032850669	0.088087081	-0.813911722	-0.33407493	0.690269114	0.516931408	-0.401577491	-0.272542254	NPC.1	NPC.1	MGH124_CD45_P7_B3_S15_L004_R1_001	MGH124	MGH124_CD45_P7_A1_S1_L003.TCTCTG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.666932364	-0.42461771	-0.390218276	-0.008028121	0.700117469	-0.10689423	-0.058912317	-0.563292414	NPC.1	NPC.1	MGH124_CD45_P7_E1_S49_L004_R1_001	MGH124	MGH124_CD45_P7_E1_S3_L003.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.287869075	-0.355843721	0.043173428	-0.151445891	0.533300789	0.057032107	-0.690425627	-0.291732648	NPC.1	NPC.1	MGH124_CD45_P7_H3_S87_L004_R1_001	MGH124	MGH124_CD45_P7_G1_S4_L003.TCTCTG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.261100978	-0.035998212	-0.792429257	-0.716834719	0.182520477	0.831643666	-0.382634188	-0.115104318	NPC.2	NPC.2	MGH124_CD45_P7_A11_S11_L004_R1_001	MGH124	MGH124_CD45_P7_A1_S1_L003.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.384559803	-0.370572229	-0.556051165	-0.221988387	-0.098318118	1.043300012	-0.35522425	-0.252178419	NPC.2	NPC.2	MGH124_CD45_P7_A12_S12_L004_R1_001	MGH124	MGH124_CD45_P7_A1_S1_L003.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.715827343	-0.217839025	-0.551615638	-0.38387285	-0.309838149	0.258360818	-0.264332252	-0.139484446	NPC.2	NPC.2	MGH124_CD45_P7_A6_S6_L004_R1_001	MGH124	MGH124_CD45_P7_A1_S1_L003.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
0.035607608	-0.199543557	0.038078381	-0.65986765	0.273194745	1.280923341	-0.087585994	-0.127455304	NPC.2	NPC.2	MGH124_CD45_P7_A8_S8_L004_R1_001	MGH124	MGH124_CD45_P7_A1_S1_L003.CGGTAG.R1.fastq_bismark_bt2_pe.bismark.cov
0.080164659	-0.002047466	-0.788349352	-0.261073486	-0.029173784	0.913048271	0.006625242	0.13612278	NPC.2	NPC.2	MGH124_CD45_P7_A9_S9_L004_R1_001	MGH124	MGH124_CD45_P7_A1_S1_L003.CTATTG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.47499085	-0.515308507	-0.366027281	-0.430008155	0.07469149	0.639090616	-0.32262501	-0.20693352	NPC.2	NPC.2	MGH124_CD45_P7_C12_S36_L004_R1_001	MGH124	MGH124_CD45_P7_C1_S2_L003.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.539566483	-0.521144405	-1.169151765	-0.741699426	-0.513344479	0.409530393	-0.528059812	-0.30975784	NPC.2	NPC.2	MGH124_CD45_P7_C5_S29_L004_R1_001	MGH124	MGH124_CD45_P7_C1_S2_L003.CAAGAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.1648483	0.034077705	-0.955660904	-0.495060877	0.279978056	0.710760159	-0.438293482	-0.214571909	NPC.2	NPC.2	MGH124_CD45_P7_C6_S30_L004_R1_001	MGH124	MGH124_CD45_P7_C1_S2_L003.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.213901147	-0.143303596	-0.810878344	-0.281939373	-0.013067302	1.072935392	-0.361928858	-0.327809374	NPC.2	NPC.2	MGH124_CD45_P7_C9_S33_L004_R1_001	MGH124	MGH124_CD45_P7_C1_S2_L003.CTATTG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.338005388	-0.16905336	-0.393253462	-0.327012179	0.348143429	0.671940418	-0.630138952	-0.049687816	NPC.2	NPC.2	MGH124_CD45_P7_D11_S47_L004_R1_001	MGH124	MGH124_CD45_P7_C1_S2_L003.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.247640059	-0.451955877	-1.080910733	-0.583041039	0.432487227	0.906836215	-0.031709223	-0.465540807	NPC.2	NPC.2	MGH124_CD45_P7_D12_S48_L004_R1_001	MGH124	MGH124_CD45_P7_C1_S2_L003.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.064496464	-0.089743074	-0.824049598	-0.701106114	0.351819732	1.192041389	-0.72465958	-0.212061789	NPC.2	NPC.2	MGH124_CD45_P7_D8_S44_L004_R1_001	MGH124	MGH124_CD45_P7_C1_S2_L003.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.122678627	0.176192633	-0.365315924	0.09367898	-0.115706874	1.505712794	-0.279044721	-0.001902515	NPC.2	NPC.2	MGH124_CD45_P7_E10_S58_L004_R1_001	MGH124	MGH124_CD45_P7_E1_S3_L003.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.179682403	-0.515906241	-0.645821461	-1.055256806	0.075559376	1.00027994	-0.725922319	-0.165090094	NPC.2	NPC.2	MGH124_CD45_P7_E3_S51_L004_R1_001	MGH124	MGH124_CD45_P7_E1_S3_L003.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
0.353027074	0.059466529	-0.269275958	-0.425195589	0.417909117	0.946253163	-0.15198838	0.013691914	NPC.2	NPC.2	MGH124_CD45_P7_E9_S57_L004_R1_001	MGH124	MGH124_CD45_P7_E1_S3_L003.CTATTG.R1.fastq_bismark_bt2_pe.bismark.cov
0.043866984	-0.065122057	-0.378637798	-0.823654094	-0.353564326	0.199758041	-0.407833246	-0.175775738	NPC.2	NPC.2	MGH124_CD45_P7_F1_S61_L004_R1_001	MGH124	MGH124_CD45_P7_E1_S3_L003.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.231670714	-0.147934195	-1.098692679	-0.26615683	0.371734278	0.454644031	-0.59180053	-0.191511887	NPC.2	NPC.2	MGH124_CD45_P7_F11_S71_L004_R1_001	MGH124	MGH124_CD45_P7_E1_S3_L003.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
0.028113586	0.241274796	-0.826503894	-0.511469929	0.155861146	0.424172993	-0.23917387	-0.048568423	NPC.2	NPC.2	MGH124_CD45_P7_F12_S72_L004_R1_001	MGH124	MGH124_CD45_P7_E1_S3_L003.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.603725877	-0.233017665	-0.370953886	-0.625873242	-0.232994305	0.312709278	-0.011854892	-0.373819997	NPC.2	NPC.2	MGH124_CD45_P7_F4_S64_L004_R1_001	MGH124	MGH124_CD45_P7_E1_S3_L003.TGACAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.351159812	-0.208131541	-0.625716603	-0.575063226	0.113517098	0.501559579	-0.475803549	-0.706043958	NPC.2	NPC.2	MGH124_CD45_P7_F6_S66_L004_R1_001	MGH124	MGH124_CD45_P7_E1_S3_L003.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.069925169	-0.499035647	-0.40625747	-0.565441691	0.359818373	0.617364462	-0.356869736	-0.355245391	NPC.2	NPC.2	MGH124_CD45_P7_F8_S68_L004_R1_001	MGH124	MGH124_CD45_P7_E1_S3_L003.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.083122106	-0.402338177	-0.737163493	-0.600707463	0.077255838	0.958709864	-0.326428591	-0.533039148	NPC.2	NPC.2	MGH124_CD45_P7_G1_S73_L004_R1_001	MGH124	MGH124_CD45_P7_G1_S4_L003.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.038632936	-0.037270991	-0.628368068	-0.66203296	-0.188471117	0.705771299	-0.356214953	0.019759994	NPC.2	NPC.2	MGH124_CD45_P7_G12_S84_L004_R1_001	MGH124	MGH124_CD45_P7_G1_S4_L003.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.157178284	-0.279548566	-1.387285629	-0.833923974	-0.24241595	0.62106117	-0.310719274	-0.130117101	NPC.2	NPC.2	MGH124_CD45_P7_G2_S74_L004_R1_001	MGH124	MGH124_CD45_P7_G1_S4_L003.ACTCAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.091184152	-0.361352685	-0.591860893	-0.50578824	-0.057664031	0.103566764	-0.377555641	-0.398050059	NPC.2	NPC.2	MGH124_CD45_P7_H12_S96_L004_R1_001	MGH124	MGH124_CD45_P7_G1_S4_L003.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.068514953	-0.345838019	-0.710750892	-0.411929791	0.275781014	1.016255803	-0.213890393	0.250781768	NPC.2	NPC.2	MGH124_CD45_P7_H7_S91_L004_R1_001	MGH124	MGH124_CD45_P7_G1_S4_L003.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.255157573	-0.266439117	-0.959686098	-0.738280075	-0.070937862	0.360894597	-0.40242833	-0.46147584	NPC.2	NPC.2	MGH124_CD45_P7_H9_S93_L004_R1_001	MGH124	MGH124_CD45_P7_G1_S4_L003.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
0.012682793	0.053685636	1.17713854	1.267925708	0.425441136	-0.413916821	0.37768015	-0.086988057	OPC	OPC	MGH124_CD45_P7_C7_S31_L004_R1_001	MGH124	MGH124_CD45_P7_C1_S2_L003.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
0.285520107	-0.2401904	0.864813638	0.947593694	0.326194145	-0.803200783	0.051296688	-0.233282143	OPC	OPC	MGH124_CD45_P7_E12_S60_L004_R1_001	MGH124	MGH124_CD45_P7_E1_S3_L003.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
0.283564213	-0.111698231	1.333923732	1.578494684	0.474284184	-0.680165044	0.499262925	0.207298942	OPC	OPC	MGH124_CD45_P7_F9_S69_L004_R1_001	MGH124	MGH124_CD45_P7_E1_S3_L003.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.165098875	-0.355311599	0.387981979	2.799402896	0.541790623	-1.670282568	-0.133073913	-0.095145598	OPC	OPC	MGH124_CD45_P7_G7_S79_L004_R1_001	MGH124	MGH124_CD45_P7_G1_S4_L003.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.059169812	0.158429623	2.279044863	2.533936037	0.050042935	-1.149264788	-0.109852389	-0.055722778	OPC	OPC	MGH124_CD45_P7_H5_S89_L004_R1_001	MGH124	MGH124_CD45_P7_G1_S4_L003.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
0.196700346	0.385308442	0.828426083	0.245138305	-0.392500755	-0.638375335	0.270339934	-0.244237624	AC	AC	MGH129_SS2_A10_S10_L002_R1_001	MGH129	MGH129_scRRBS_Pool1_S1_L007.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.19961693	0.03287889	0.940977045	0.332049458	0.438022563	0.180156268	-0.047704145	-0.045387225	AC	AC	MGH129_SS2_A5_S5_L002_R1_001	MGH129	MGH129_scRRBS_Pool1_S1_L007.CAAGAG.R1.fastq_bismark_bt2_pe.bismark.cov
0.226417282	0.538803019	1.074511745	0.099934205	-0.357814727	-0.280038376	-0.578538129	-0.511077981	AC	AC	MGH129_SS2_A9_S9_L002_R1_001	MGH129	MGH129_scRRBS_Pool1_S1_L007.CTATTG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.498800061	-0.242324225	1.294982518	1.043985494	0.362696602	-0.192837979	-0.531015745	-0.056314022	AC	AC	MGH129_SS2_B1_S13_L002_R1_001	MGH129	MGH129_scRRBS_Pool1_S1_L007.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.200564279	0.297551953	0.548593903	-0.105915564	-0.544326359	-0.239051392	-0.543712652	-0.077340894	AC	AC	MGH129_SS2_B10_S22_L002_R1_001	MGH129	MGH129_scRRBS_Pool1_S1_L007.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.362869234	-0.483689062	0.764974684	0.418076376	-0.022970879	-0.160288929	-0.315352303	-0.23914572	AC	AC	MGH129_SS2_B11_S23_L002_R1_001	MGH129	MGH129_scRRBS_Pool1_S1_L007.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.210798051	-0.450987696	0.523260936	0.159123792	-0.107730416	-0.151268457	0.208630764	0.090755322	AC	AC	MGH129_SS2_B12_S24_L002_R1_001	MGH129	MGH129_scRRBS_Pool1_S1_L007.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
0.257381213	0.455581988	1.053408168	0.215798322	-0.501231632	-0.469400016	-0.192867144	-0.363508576	AC	AC	MGH129_SS2_B2_S14_L002_R1_001	MGH129	MGH129_scRRBS_Pool1_S1_L007.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
-0.442472418	-0.368176259	0.674703654	0.111825181	-0.252778993	-0.365270311	-0.614552848	-0.166628592	AC	AC	MGH129_SS2_B9_S21_L002_R1_001	MGH129	MGH129_scRRBS_Pool1_S1_L007.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.078496559	0.194443473	1.002186761	0.256136628	-0.539114714	0.102939773	-0.146003668	0.049567333	AC	AC	MGH129_SS2_C1_S25_L002_R1_001	MGH129	MGH129_scRRBS_Pool2_S2_L007.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
0.064329243	0.47215511	1.113093265	0.264991827	-0.328109185	-0.126658513	0.119766247	-0.227954116	AC	AC	MGH129_SS2_C7_S31_L002_R1_001	MGH129	MGH129_scRRBS_Pool2_S2_L007.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
-0.248044536	0.005114378	1.134739113	0.22086382	-0.319509274	-0.10535275	-0.341215623	-0.284735651	AC	AC	MGH129_SS2_C9_S33_L002_R1_001	MGH129	MGH129_scRRBS_Pool2_S2_L007.CTATTG.R1.fastq_bismark_bt2_pe.bismark.cov
0.316977647	0.73441475	1.575026788	0.333201209	-0.35956	-0.545947433	-0.354493427	-0.444268454	AC	AC	MGH129_SS2_D11_S47_L002_R1_001	MGH129	MGH129_scRRBS_Pool2_S2_L007.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
0.470678196	0.808736413	1.458678006	0.315554958	-0.4113347	-0.232911213	-0.269619864	-0.354317342	AC	AC	MGH129_SS2_D2_S38_L002_R1_001	MGH129	NA
-0.077831219	0.231463475	0.591623733	0.094197379	-0.612551252	-0.514180385	0.194954529	-0.168950251	AC	AC	MGH129_SS2_D3_S39_L002_R1_001	MGH129	NA
